text,label
Обязательно,Russian
I'm ready,English
Давно не виделись,Russian
I'm bored,English
Happy birthday,English
Бактылуу бол,Kyrgyz
Мне срочно надо,Russian
I'm busy,English
До свидания,Russian
It was a great experience,English
Мне нужно подумать,Russian
I'm thirsty,English
Кто придёт?,Russian
Ты уже на месте?,Russian
I love this place,English
Ысык суу барбы?,Kyrgyz
Мен барайынбы?,Kyrgyz
Эмне керек?,Kyrgyz
Я не согласен с этим,Russian
See you tomorrow,English
Мага жакпайт бул,Kyrgyz
Мага маалымат берчи,Kyrgyz
Как погода сегодня?,Russian
Same here,English
Кайсы жерде?,Kyrgyz
Как добраться?,Russian
Я согласен,Russian
Кечиресиз,Kyrgyz
Чакырдыңбы?,Kyrgyz
Скажи честно,Russian
Туура айтасың,Kyrgyz
Будем смотреть фильм?,Russian
Бүгүн эмнени үйрөндүң?,Kyrgyz
Давай завтра,Russian
Давай выпьем чаю,Russian
Давай завтра,Russian
Келгиле,Kyrgyz
Ты где работаешь?,Russian
Когда встретимся?,Russian
Ким чакырды?,Kyrgyz
Бош эмесмин,Kyrgyz
Это важно,Russian
I'm bored,English
Эмне кабар?,Kyrgyz
Как настроение?,Russian
I'm available,English
Call me,English
Мен келдим,Kyrgyz
Аягына чейин,Kyrgyz
I believe you,English
Ты ошибаешься,Russian
Just kidding,English
Аман-эсен бар,Kyrgyz
I'm leaving now,English
Ты уверен?,Russian
I didn't know that,English
Удачи на работе,Russian
Түн ичинде келем,Kyrgyz
I'm afraid,English
Я занят делами,Russian
Это моя ошибка,Russian
Давай вместе,Russian
I'm staying home,English
Can I join?,English
Давай вместе,Russian
Do you need help?,English
Let me check,English
Can I help you?,English
Эртең эмнеге барабыз?,Kyrgyz
Болсун!,Kyrgyz
Мен барам,Kyrgyz
Түн тынч болсун,Kyrgyz
Менин сүйүктүү тамагым,Kyrgyz
До скорого,Russian
Сабак кандай өттү?,Kyrgyz
Унутуп калыптырмын,Kyrgyz
Это моя ошибка,Russian
See you later,English
Я тоже рад,Russian
Perfect,English
Ты свободен?,Russian
Good luck,English
You're funny,English
Эмне сунуш кыласың?,Kyrgyz
I'm proud of you,English
I'm at school,English
Удачи на работе,Russian
Всё нормально,Russian
It's too late,English
Пошли вместе,Russian
Мен ойлонбойм,Kyrgyz
Жакшы сөз айткыла,Kyrgyz
Come with me,English
Я на работе,Russian
I don't like it,English
See you tomorrow,English
Мен сага ишенем,Kyrgyz
How's your family?,English
Не забудь про меня,Russian
It's easy,English
Я сейчас занят,Russian
I'm happy for you,English
Сен кайдасың?,Kyrgyz
Ты куда пропал?,Russian
Жакшы кеч,Kyrgyz
Of course,English
How do you feel?,English
Это неважно,Russian
Is it possible?,English
Take a rest,English
Эмнеге болбосун?,Kyrgyz
Be quiet,English
Мен барайынбы?,Kyrgyz
Аман-эсен бар,Kyrgyz
Жөн эле сурадым,Kyrgyz
I'm busy,English
Бара берели,Kyrgyz
Меня зовут Али,Russian
Fantastic,English
I forgot,English
Чоң рахмат,Kyrgyz
Можешь подождать?,Russian
Сен эмне дейсиң?,Kyrgyz
Thank you so much,English
Потом расскажу,Russian
How are you?,English
Are you serious?,English
Дагы сүйлөшөлү,Kyrgyz
Бүгүн кайда жолугабыз?,Kyrgyz
Я отправил тебе сообщение,Russian
Help yourself,English
Is it far?,English
Сен барасыңбы?,Kyrgyz
It was fun,English
I'm busy,English
Кайсы жерде?,Kyrgyz
Let's move,English
Көзүң жакшы көрөт экен,Kyrgyz
Я опаздываю,Russian
Take a rest,English
Take care,English
Болсо жакшы,Kyrgyz
Ты молодец,Russian
Доброй ночи,Russian
Бул кимдики?,Kyrgyz
Можно присоединиться?,Russian
Чынбы?,Kyrgyz
Тебе идёт эта одежда,Russian
Don't be afraid,English
Я тебе перезвоню,Russian
I'm serious,English
Жду тебя,Russian
Сен эмне дейсиң?,Kyrgyz
Жолукканча жакшы бол,Kyrgyz
Where are we going?,English
Let's do it,English
Жөн эле сурадым,Kyrgyz
Будем смотреть фильм?,Russian
Do you work here?,English
That's a good point,English
It's fine,English
Аман болуңуз,Kyrgyz
Жол кайда?,Kyrgyz
Откуда ты?,Russian
Давай выпьем чаю,Russian
I'm leaving,English
I'm so excited,English
Я в пути,Russian
I can't wait,English
How was it?,English
Не переживай,Russian
"Я рад, что ты пришёл",Russian
Түшкү тамакка барабызбы?,Kyrgyz
Be careful there,English
Я только пришёл,Russian
Ты опоздал,Russian
Как долго ждать?,Russian
It's hard,English
Можно помочь?,Russian
I'll be there,English
Мне нужна помощь,Russian
Дем алышта эмне кыласың?,Kyrgyz
Бош эмесмин,Kyrgyz
Мне нужно подумать,Russian
Let's move,English
Сейчас занято,Russian
I respect that,English
Дагы бир жолу,Kyrgyz
It's easy,English
Когда вернёшься?,Russian
It was a great experience,English
Мага жакпайт бул,Kyrgyz
Я скоро вернусь,Russian
Иш жакшыбы?,Kyrgyz
Ким келет?,Kyrgyz
Түшкү тамакты чогууСага жардам бере алам,Kyrgyz
Awesome,English
How was your day?,English
Let's take a break,English
You're always right,English
Түштүккө кетти,Kyrgyz
I don't think so,English
Давай обсудим,Russian
Ждёшь кого-то?,Russian
What a day!,English
Бүгүн бошсуңбу?,Kyrgyz
Отлично выглядишь,Russian
Сен даярсыңбы?,Kyrgyz
Күтпөй койдум,Kyrgyz
Of course,English
Эмнеге барбайсың?,Kyrgyz
Сураныч,Kyrgyz
Бүгүн шашпайлы,Kyrgyz
I'm on my way,English
Дүкөндөн эмне алабыз?,Kyrgyz
Ким билет?,Kyrgyz
Бул кимдики?,Kyrgyz
Сен кандай ойлойсуң?,Kyrgyz
А у тебя?,Russian
Ты когда свободен?,Russian
Сурап көрсөм болобу?,Kyrgyz
Сурап көрсөм болобу?,Kyrgyz
Кийинки жолу,Kyrgyz
Сколько времени займёт?,Russian
Ишенем,Kyrgyz
Ты опоздаешь,Russian
Уже поздно,Russian
Менин колум бош эмес,Kyrgyz
Я тебе верю,Russian
Баары жайындабы?,Kyrgyz
Ата-энең кандай?,Kyrgyz
Let's do it,English
Is it okay with you?,English
Бул кандайча?,Kyrgyz
I'm afraid,English
Сенин оюң кандай?,Kyrgyz
Жакшы уктап алдым,Kyrgyz
How's your family?,English
Я уехал,Russian
Мне срочно надо,Russian
It's complicated,English
I don't mind,English
Эч нерсе болбойт,Kyrgyz
Бул кандай идея?,Kyrgyz
Сенин оюң кандай?,Kyrgyz
Можно я помогу?,Russian
Ты уже поел?,Russian
Как погода там?,Russian
Ты свободен?,Russian
Мен түшүндүрүп берем,Kyrgyz
Көзүң жакшы көрөт экен,Kyrgyz
Ишке бардыңбы?,Kyrgyz
I'm busy,English
It's fine,English
Жеңиш болсун,Kyrgyz
Мен сени түшүнөм,Kyrgyz
Я на работе,Russian
Тебе удобно?,Russian
Hold on,English
Сага жардам бере аламбы?,Kyrgyz
Сага жагатбы?,Kyrgyz
Это хорошая идея,Russian
Can I join?,English
Ты супер,Russian
Is it far?,English
Take your time,English
Көрүшкөнчө,Kyrgyz
I'm at work,English
I'm on my way,English
Бүгүн эмнени үйрөндүң?,Kyrgyz
I'm on break,English
Ты когда свободен?,Russian
Ты когда свободен?,Russian
Поздно уже,Russian
Болсо жакшы,Kyrgyz
Ты кушал?,Russian
Are you at home?,English
Мен кечигип жатам,Kyrgyz
Эмне сунуш кыласың?,Kyrgyz
Жол кайда?,Kyrgyz
See you there,English
Я на улице,Russian
Ты меня радуешь,Russian
My name is Ali,English
Можно помочь?,Russian
Let me think,English
Скажи честно,Russian
Be quiet,English
А у тебя?,Russian
Мага жазып кой,Kyrgyz
I love this place,English
See you later,English
Wait a minute,English
Let's take a break,English
Аман-эсен бар,Kyrgyz
Мен барайын,Kyrgyz
I love it,English
Аста секин,Kyrgyz
I'm okay now,English
I'm on my way,English
Are you free?,English
Эмнени тандайсың?,Kyrgyz
Let's meet,English
Поможешь мне?,Russian
You're always welcome,English
You're welcome anytime,English
Погода плохая,Russian
Maybe later,English
Эмнеге кечигип калдың?,Kyrgyz
Сколько стоит это?,Russian
Эмнеге кечигип калдың?,Kyrgyz
My name is Ali,English
Давай сделаем это позже,Russian
Чем занимаешься?,Russian
Спасибо,Russian
Я рад тебя видеть,Russian
Ты отлично справился,Russian
I'm okay now,English
Мага билдир,Kyrgyz
Качан барабыз?,Kyrgyz
Ты уже спишь?,Russian
Сизди сагындым,Kyrgyz
Я голоден,Russian
Мне не нравится,Russian
Help yourself,English
Эмнеге?,Kyrgyz
I'm sad,English
Ты спишь?,Russian
Дүкөнгө чогуу баралы,Kyrgyz
What a day!,English
Ишке бардыңбы?,Kyrgyz
Чай ичели,Kyrgyz
Ты уже поел?,Russian
Я скоро вернусь,Russian
Мен бошмун,Kyrgyz
Сен жакшы көрөсүңбү?,Kyrgyz
I can't wait,English
Мне не по себе,Russian
Мен ойлонуп көрөйүн,Kyrgyz
Жеңиш болсун,Kyrgyz
I'm on a break,English
Менин колум бош эмес,Kyrgyz
Кайда барасың?,Kyrgyz
I agree with you,English
Я устал сильно,Russian
What would you like to eat?,English
I'm okay now,English
What would you like to eat?,English
Мага жазып кой,Kyrgyz
See you later,English
Где встретимся?,Russian
Жардам керекпи?,Kyrgyz
Сураныч,Kyrgyz
Ты где пропадал?,Russian
Мага чалып койчу,Kyrgyz
Call me,English
Давай общаться,Russian
Ты дома?,Russian
Пошли вместе,Russian
Түн ичинде келем,Kyrgyz
Good luck with that,English
Жөн эле сурадым,Kyrgyz
Where have you been?,English
Жардам керекпи?,Kyrgyz
How was your day?,English
Кто придёт?,Russian
Can I join?,English
Давай вечером встретимся,Russian
Let's take a break,English
Don't be late,English
Мен тамак жасап жатам,Kyrgyz
Take it easy,English
Жакшы билем,Kyrgyz
Я с тобой,Russian
Is it okay with you?,English
I'm thinking about it,English
Ким билет?,Kyrgyz
Что будем есть?,Russian
Be careful there,English
Пошли вместе,Russian
I like it,English
Уже выехал,Russian
Сколько времени займёт?,Russian
Жакшы таанышуу,Kyrgyz
Это неважно,Russian
Is it possible?,English
You're welcome anytime,English
Let's meet later,English
Absolutely,English
It's a good idea,English
What are you waiting for?,English
Будь вежлив,Russian
Have a nice day,English
Это срочно,Russian
Help yourself,English
Я тебя понял,Russian
I'm available,English
Всё отлично,Russian
Чоң рахмат сага,Kyrgyz
Жол кайда?,Kyrgyz
Түшкү тамакка барабызбы?,Kyrgyz
I'm going to bed,English
It was a great experience,English
Сенин үйүң кайда?,Kyrgyz
Это возможно сделать?,Russian
Go ahead,English
Ты как там?,Russian
Let me think,English
Long time no see,English
Эмне пландарың бар?,Kyrgyz
It's not important,English
Ничего страшного,Russian
You're welcome anytime,English
Бүгүн шашпайлы,Kyrgyz
До свидания,Russian
Сколько времени займёт?,Russian
Я голоден,Russian
Congratulations,English
Я слышал,Russian
Биз кеттик,Kyrgyz
Что нового у тебя?,Russian
Awesome,English
Качан барабыз?,Kyrgyz
Where do you want to go?,English
Жакшы күн болсун,Kyrgyz
Мне всё равно,Russian
I believe you,English
Анда жакшы,Kyrgyz
I didn't know that,English
Дагы сүйлөшөлү,Kyrgyz
I don't mind,English
I'm at the store,English
Are you coming?,English
Сен жакшы киши экенсиң,Kyrgyz
Can we meet now?,English
I forgot,English
Туура эмес го,Kyrgyz
Чоң жардам бердиң,Kyrgyz
Бул кандай идея?,Kyrgyz
Сурап көрсөм болобу?,Kyrgyz
How long will it take?,English
It's too late,English
Have a nice day,English
Это возможно,Russian
Мне нужна помощь,Russian
Бош эмесмин,Kyrgyz
Thank you so much,English
Жолдо барам,Kyrgyz
Sounds bad,English
Түшкү тамакты чогууСага жардам бере алам,Kyrgyz
I'm almost there,English
Ты опоздаешь,Russian
Бактылуу бол,Kyrgyz
Сенин кеңешиң керек,Kyrgyz
Я уехал,Russian
Можно тебя спросить?,Russian
It's a good idea,English
Where do you live?,English
Не забудь про меня,Russian
Сенин атың ким?,Kyrgyz
Я тебе перезвоню,Russian
Келесиңби?,Kyrgyz
Түшүнүктүү болду,Kyrgyz
I don't think so,English
Мага жазып кой,Kyrgyz
Погода хорошая,Russian
You're welcome,English
Без проблем,Russian
You're welcome to join,English
Какой план?,Russian
Мен угуп жатам,Kyrgyz
Эмнеге?,Kyrgyz
Напиши мне,Russian
Без проблем,Russian
What's happening?,English
Когда встретимся?,Russian
Ты скоро?,Russian
Maybe later,English
Менин оюмча,Kyrgyz
Я тебе перезвоню,Russian
I'm at the store,English
Text me,English
Куда идём?,Russian
Сейчас занято,Russian
It's complicated,English
Кутман кеч,Kyrgyz
Ты мне нравишься,Russian
Аман болуңуз,Kyrgyz
Менин оюмча,Kyrgyz
I'm at school,English
What's happening?,English
Ты дома сейчас?,Russian
Погода супер,Russian
Эмнеге болбойт?,Kyrgyz
Как погода?,Russian
Можно перезвонить?,Russian
I miss you,English
Ты умеешь готовить?,Russian
Ким келет?,Kyrgyz
Анда жакшы,Kyrgyz
I hope not,English
Эмне керек?,Kyrgyz
Жакшы уктап алдым,Kyrgyz
Скоро буду,Russian
Можно вопрос?,Russian
Кеттик,Kyrgyz
Бул сен үчүн,Kyrgyz
Доброе утро,Russian
Эмнеге тынчсың?,Kyrgyz
Жолукканча,Kyrgyz
Я постараюсь,Russian
Я свободен,Russian
Эмне кабар?,Kyrgyz
Мага чалып койчу,Kyrgyz
Пойдём в кафе?,Russian
Мен сага ишенем,Kyrgyz
Ты где был?,Russian
Good morning,English
Это срочно,Russian
Болсо жакшы,Kyrgyz
Можно вопрос?,Russian
I miss you,English
Fantastic,English
Кайсы жерде?,Kyrgyz
Do you work here?,English
Ким билет?,Kyrgyz
Дагы бир жолу,Kyrgyz
Мен да макулмун,Kyrgyz
У тебя всё получится,Russian
Ты скоро?,Russian
I'm at work,English
Жолукканча,Kyrgyz
Можно позвонить?,Russian
I'm going to bed,English
What's going on?,English
Бул кандайча?,Kyrgyz
It's important,English
Are you serious?,English
What's your name?,English
Биз кеттик,Kyrgyz
Погода плохая,Russian
That was awesome,English
Бүгүн кайда барабыз?,Kyrgyz
Don't be afraid,English
You're awesome,English
Мен азыр келем,Kyrgyz
Мен сага ишенем,Kyrgyz
Поможешь мне?,Russian
You're always welcome,English
Ты дома?,Russian
Бирге баралы,Kyrgyz
Кино көрөлүбү?,Kyrgyz
Пошли вместе,Russian
Байланышта бололу,Kyrgyz
Баары жакшы болот,Kyrgyz
Жолуңуз болсун,Kyrgyz
Я тебе перезвоню,Russian
Мага жакпайт мындай,Kyrgyz
Жардам керекпи?,Kyrgyz
Have a seat,English
Как долго ждать?,Russian
Эмнени тандайсың?,Kyrgyz
What's happening?,English
How long will it take?,English
Позвони как приедешь,Russian
What's the plan for today?,English
Это мой друг,Russian
Куда поедем?,Russian
Я на работе,Russian
Давай обсудим это,Russian
I'm at school,English
Я отправил тебе сообщение,Russian
Бүгүн эмнени үйрөндүң?,Kyrgyz
Тамактаналы,Kyrgyz
Как добраться?,Russian
Это просто,Russian
Я быстро,Russian
How was your trip?,English
Ысык суу барбы?,Kyrgyz
Ты как всегда прав,Russian
Спасибо большое,Russian
I'm not sure,English
Я постараюсь,Russian
Ты умеешь готовить?,Russian
You're amazing,English
Мне это нравится,Russian
Let's take a break,English
Это важно,Russian
Не забудь,Russian
Let's go outside,English
Я голоден,Russian
Ким чакырды?,Kyrgyz
Менин досторум жакшы,Kyrgyz
Эмне пландарың бар?,Kyrgyz
Бош убактың барбы?,Kyrgyz
Come with me,English
All the best,English
Скажи честно,Russian
Кандайсың?,Kyrgyz
Я не согласен с этим,Russian
Не переживай,Russian
Береги себя,Russian
Будем смотреть фильм?,Russian
Завтра встретимся,Russian
Это возможно,Russian
Мен барайын,Kyrgyz
How was work?,English
Будь здоров,Russian
Бул кандайча?,Kyrgyz
Жолуңуз ачык болсун,Kyrgyz
Болсун!,Kyrgyz
It was fun,English
Какой адрес?,Russian
Let me check,English
Ким келет?,Kyrgyz
Не переживай,Russian
I'm at the store,English
I'm very tired,English
Эртең саат канчада?,Kyrgyz
Эмнеге тынчсың?,Kyrgyz
Сураныч,Kyrgyz
What's your name?,English
Обязательно,Russian
Кызык,Kyrgyz
Я почти пришёл,Russian
Бүгүн бошсуңбу?,Kyrgyz
Баары жакшы,Kyrgyz
Good choice,English
Чоң рахмат,Kyrgyz
Аста секин,Kyrgyz
Можно я сяду?,Russian
How was it?,English
Don't worry,English
Эмне пландарың бар?,Kyrgyz
You're amazing,English
Это невозможно,Russian
Жакшы укта,Kyrgyz
Жол кайда?,Kyrgyz
Давай общаться,Russian
Позвони мне,Russian
Когда встретимся?,Russian
I have no idea,English
А у тебя?,Russian
Можно узнать?,Russian
Мен сага ишенем,Kyrgyz
Что будешь пить?,Russian
Аман болуңуз,Kyrgyz
Мен ойлоп жатам,Kyrgyz
Я скучаю,Russian
Это невозможно,Russian
Ты уже поел?,Russian
Мага чалып койчу,Kyrgyz
I hope not,English
Это хорошая идея,Russian
Жакшы уктап алдым,Kyrgyz
Я не согласен с этим,Russian
Let's grab coffee,English
Я на улице,Russian
Можешь подождать?,Russian
Спасибо,Russian
Let's have dinner,English
Great job,English
Меня зовут Али,Russian
Эмне болуп жатат?,Kyrgyz
Давай вечером встретимся,Russian
Позвони мне,Russian
It's early,English
Откуда ты?,Russian
See you next time,English
Я только пришёл,Russian
Goodbye,English
Досторуң кандай?,Kyrgyz
Что за шум?,Russian
Бүгүн кандай болду?,Kyrgyz
Be careful there,English
Don't forget,English
Кайдан келдиң?,Kyrgyz
Можно я помогу?,Russian
Ты молодец,Russian
Бул жакшы жаңылык,Kyrgyz
Кеттик ойнойлу,Kyrgyz
Эмне кабар?,Kyrgyz
Круто!,Russian
That was awesome,English
Я отправил тебе сообщение,Russian
Мен түшүнгөн жокмун,Kyrgyz
Менин колум бош эмес,Kyrgyz
Сен кайсы мектепте окуйсуң?,Kyrgyz
Күтөм,Kyrgyz
Жол жакшыбы?,Kyrgyz
I'll let you know,English
What's going on?,English
Сенин оюңча?,Kyrgyz
You're wrong,English
Погода супер,Russian
You're right about that,English
Дүкөндөн эмне алабыз?,Kyrgyz
Кайда барасың?,Kyrgyz
"Я рад, что ты пришёл",Russian
I'm sad,English
Көзүң жакшы көрөт экен,Kyrgyz
Call me,English
Мага жакпайт мындай,Kyrgyz
Менин телефонум өчүп калды,Kyrgyz
Можно присоединиться?,Russian
Бүгүн эмнени үйрөндүң?,Kyrgyz
Можно я сяду?,Russian
Давай завтра,Russian
I'm proud of you,English
Сага жардам бере аламбы?,Kyrgyz
Баары жайында,Kyrgyz
Доброй ночи,Russian
Спасибо большое,Russian
Эмне пландарың бар?,Kyrgyz
I'm hungry too,English
У меня всё хорошо,Russian
Я тебе перезвоню,Russian
Я тебе верю,Russian
Ты опоздал,Russian
Эртең кетем,Kyrgyz
I'm at home,English
Мен барайынбы?,Kyrgyz
Дүкөнгө чогуу баралы,Kyrgyz
I'm proud of you,English
Я тебя понял,Russian
Я на связи,Russian
See you tomorrow,English
Баары даярбы?,Kyrgyz
Не расстраивайся,Russian
Come in,English
Can you wait for me?,English
Погода супер,Russian
I'm at work,English
Ты свободен?,Russian
Do you like it?,English
I'm okay now,English
Is it okay with you?,English
Жду тебя,Russian
Как дела?,Russian
Можно позвонить?,Russian
Congratulations,English
Sure,English
I'm leaving now,English
Күтөм,Kyrgyz
Ким билет?,Kyrgyz
Of course,English
Доброе утро,Russian
I'm at work,English
Отличная работа,Russian
Абдан жакшы,Kyrgyz
Don't be afraid,English
Сага жагатбы?,Kyrgyz
Can you wait for me?,English
What's your hobby?,English
Бүгүн кандай болду?,Kyrgyz
Көрүшкөнчө,Kyrgyz
Жол жакшыбы?,Kyrgyz
Менин телефонум өчүп калды,Kyrgyz
Чем занимаешься?,Russian
Жакшы эс ал,Kyrgyz
Жакшы жүр,Kyrgyz
Ты где работаешь?,Russian
Давай обсудим,Russian
Откуда ты?,Russian
Мен уктайм,Kyrgyz
I'm excited,English
Come in,English
I agree with you,English
Сен келдиңби?,Kyrgyz
I didn't know,English
Будем смотреть фильм?,Russian
Сенин оюңча?,Kyrgyz
Go ahead,English
Do you need help?,English
You're amazing,English
Чоң сүйүнүч,Kyrgyz
No problem,English
Let's do it together,English
Можно перезвонить?,Russian
Абдан жакшы,Kyrgyz
Same here,English
Как настроение сегодня?,Russian
What's for dinner?,English
Как добраться?,Russian
Эмнени тандайсың?,Kyrgyz
See you at night,English
What a surprise!,English
Который час?,Russian
Дагы көрүшөбүз,Kyrgyz
Это сложно объяснить,Russian
Можем встретиться,Russian
Мне нужно подумать,Russian
It's complicated,English
Take your time,English
Я тебе напишу,Russian
I have no idea,English
Бул кимдики?,Kyrgyz
Можно позвонить?,Russian
That's a good point,English
Спасибо за помощь,Russian
Можно я помогу?,Russian
Где ты работаешь?,Russian
Менин телефонум өчүп калды,Kyrgyz
Жол жакшыбы?,Kyrgyz
Удачи на работе,Russian
"Кел, сүйлөшөлү",Kyrgyz
Do you like it?,English
Можно узнать?,Russian
Ким билет?,Kyrgyz
Кутман таң,Kyrgyz
Ты уверен?,Russian
Бирге сүйлөшөлү,Kyrgyz
Мен сени угуп жатам,Kyrgyz
Саламатсызбы,Kyrgyz
Let's meet later,English
You're funny,English
Ты супер,Russian
I'm happy for you,English
Кеттик ойнойлу,Kyrgyz
Можно я сяду?,Russian
Сенин планың кандай?,Kyrgyz
Ты где?,Russian
I appreciate that,English
Эмне кабар?,Kyrgyz
Мне нужно подумать,Russian
Скажи честно,Russian
Ты свободен сейчас?,Russian
I'm sure about it,English
Анда жакшы,Kyrgyz
Тамаша кылдыңбы?,Kyrgyz
Call me later,English
Я быстро,Russian
Я постараюсь,Russian
Менин көңүлүм жок,Kyrgyz
Что будешь пить?,Russian
Мне нужна помощь,Russian
I'm on my way,English
Мага жакпайт,Kyrgyz
Я люблю путешествовать,Russian
Жолугушууга барабызбы?,Kyrgyz
Как добраться?,Russian
All the best,English
Менин көңүлүм жок,Kyrgyz
Как погода?,Russian
Я свободен,Russian
Сколько стоит это?,Russian
Ата-энең кандай?,Kyrgyz
Тебе идёт эта одежда,Russian
Let's move,English
Эмне сунуштайсың?,Kyrgyz
See you soon,English
I'm okay now,English
Сен барасыңбы?,Kyrgyz
Бүгүн кайда барабыз?,Kyrgyz
До свидания,Russian
I didn't know that,English
Унутуп калыптырмын,Kyrgyz
No worries,English
Мне не нравится,Russian
Кино көрөлүбү?,Kyrgyz
I'm a bit busy,English
Это сложно объяснить,Russian
Жакшы кеч,Kyrgyz
Ты где работаешь?,Russian
Жакшы жүр,Kyrgyz
Болсун!,Kyrgyz
It's important,English
Жолдо барам,Kyrgyz
It's too late,English
Ишенбей жатам,Kyrgyz
Эмнеге болбосун,Kyrgyz
Ты мне нравишься,Russian
Досторуңду чакыр,Kyrgyz
Come in,English
All the best,English
Ты кушал?,Russian
Жакшы эс алуу болсун,Kyrgyz
Договорились,Russian
Эртең жолугалы,Kyrgyz
Сурап көрсөм болобу?,Kyrgyz
You're right,English
Ты опоздал,Russian
Мен келдим,Kyrgyz
Я отправил тебе сообщение,Russian
It's important,English
Тамаша кылдыңбы?,Kyrgyz
I'm going to bed,English
Can I join you?,English
Эмнени тандайсың?,Kyrgyz
Уже выехал,Russian
Досторуңду чакыр,Kyrgyz
I'm so excited,English
Let's go,English
I'm happy for you,English
Меня зовут Али,Russian
Чем занимаешься?,Russian
Do you need help?,English
I don't like it,English
You're wrong,English
Это неважно,Russian
Ты дома?,Russian
Take care,English
My name is Ali,English
Мен кеттим,Kyrgyz
Обязательно,Russian
Мне не по себе,Russian
Let's have dinner,English
That sounds good,English
Мне нужна помощь,Russian
Давай обсудим это,Russian
Можно обсудить?,Russian
I'm happy,English
Where do you want to go?,English
ДоговорилисьТы идешь со мной?,Russian
I'm on a break,English
Сенин планың кандай?,Kyrgyz
Я не удивлён,Russian
Ты кушал?,Russian
Let's grab coffee,English
Бүгүн бошсуңбу?,Kyrgyz
Кофе ичесиңби?,Kyrgyz
Жакшысызбы,Kyrgyz
Ты уверен?,Russian
I'm at home,English
Бактылуу бол,Kyrgyz
Кайда барасың?,Kyrgyz
What are you doing?,English
Let's go together,English
I'm hungry too,English
Может завтра?,Russian
What time is it?,English
Иштериң ийгиликтүү болсун,Kyrgyz
Can you help me with this?,English
Дагы сүйлөшөлү,Kyrgyz
You're late,English
Ырахмат,Kyrgyz
I'm on my way,English
Кутман күн,Kyrgyz
Can you help me with this?,English
Мен кеттим,Kyrgyz
Can you wait for me?,English
Это невозможно,Russian
До встречи,Russian
Let me check,English
Have a good time,English
Я слышал,Russian
Можно я сяду?,Russian
Help yourself,English
No problem,English
See you next time,English
Are you coming?,English
Жакшы сага,Kyrgyz
Жолугалыбы?,Kyrgyz
Эмне керек?,Kyrgyz
Это невозможно,Russian
Хорошего дня,Russian
Ты опоздаешь,Russian
Пойдём на прогулку,Russian
Мага кат жаз,Kyrgyz
Сколько стоит?,Russian
Когда вернёшься?,Russian
Как добраться?,Russian
I agree,English
What should I buy?,English
Поторопись,Russian
Эмне сурайм?,Kyrgyz
No problem,English
Аста секин,Kyrgyz
Поговорим?,Russian
I'm bored,English
How are you?,English
I don't mind,English
It was fun,English
Эмне кылабыз?,Kyrgyz
I'm very tired,English
Уже поздно,Russian
Call me later,English
Я устал сильно,Russian
Уже выехал,Russian
Качан барабыз?,Kyrgyz
Кайра айтчы,Kyrgyz
Сиз кайсы шаардансыз?,Kyrgyz
Жеңиш болсун,Kyrgyz
Дагы кайталайсызбы?,Kyrgyz
Абдан жакшы,Kyrgyz
See you soon,English
Мен ойлонбойм,Kyrgyz
Are you free?,English
Ты где пропал?,Russian
Мен сени түшүнөм,Kyrgyz
Perfect,English
Text me later,English
It's complicated,English
Чынбы?,Kyrgyz
Анда жакшы,Kyrgyz
Круто!,Russian
Be careful,English
You're always right,English
Түн ичинде келем,Kyrgyz
Давай завтра,Russian
Can I call you?,English
Байланышта бол,Kyrgyz
Хороший день сегодня,Russian
Не беспокойся,Russian
What's going on?,English
Кандай жардам керек?,Kyrgyz
I agree,English
Я уже еду,Russian
I hope so,English
Мага билдир,Kyrgyz
Спокойной ночи,Russian
Maybe,English
You're funny,English
Удачи на работе,Russian
Дүкөнгө барасыңбы?,Kyrgyz
Сколько стоит это?,Russian
Скажи честно,Russian
Айтыңызчы,Kyrgyz
Ты как там?,Russian
You're wrong,English
Сен эмне ойлойсуң?,Kyrgyz
I'm at work,English
I'm very tired,English
Кутман таң,Kyrgyz
Кандайсың?,Kyrgyz
Ты рад?,Russian
Түшкү тамакка барабызбы?,Kyrgyz
Давай завтра,Russian
Сизди сагындым,Kyrgyz
Пойдём вместе,Russian
Can you help me?,English
Это неважно,Russian
Чоң жардам бердиң,Kyrgyz
Это невозможно,Russian
Давай обсудим это,Russian
Sounds bad,English
I'm bored,English
Сүйлөшкүлө,Kyrgyz
Я уехал,Russian
Аста секин,Kyrgyz
Жакшы сага,Kyrgyz
Ишенем,Kyrgyz
Кеттик,Kyrgyz
Сага рахмат,Kyrgyz
Are you ready?,English
I'm tired,English
What's your favorite color?,English
I love this place,English
Можно узнать?,Russian
Доброе утро,Russian
Түшкү тамакка барабызбы?,Kyrgyz
Maybe later,English
Эмне жейбиз?,Kyrgyz
Давай выпьем чаю,Russian
You made it,English
Я только пришёл,Russian
Why not?,English
Эмнеге тынчсың?,Kyrgyz
I'm leaving,English
Ты рад?,Russian
Let's visit this place,English
Удачи!,Russian
Көзүң жакшы көрөт экен,Kyrgyz
Come here,English
Жолуңуз болсун,Kyrgyz
You're awesome,English
It's up to you,English
Я на месте,Russian
Можно я помогу?,Russian
Убактың барбы?,Kyrgyz
Көзүң жакшы көрөт экен,Kyrgyz
Тамаша кылдыңбы?,Kyrgyz
I'm at work,English
Go ahead,English
Don't be late,English
Что нового у тебя?,Russian
I like it,English
It depends,English
